% Model,TIS_model_1207.mph
% Version,COMSOL 5.5.0.292
% Date,"Dec 9 2020, 22:32"
% Dimension,1
% Nodes,29
% Expressions,1
% Description,Line graph
% cln1x,Height
0,306.03421361051414
3.795450806741152E-4,305.96719289201116
7.590901613482304E-4,305.9007487785392
0.0011386352420223317,305.8348812700983
0.0015181803226964607,305.7695903666887
0.001897725403370562,305.7048760683101
0.0022772704840446772,305.64073837496255
0.0026568155647187924,305.57717728664636
0.0029915561983304,305.52155727573347
0.003326296831941994,305.46632280628995
0.0036610374655536015,305.4114738783161
0.003995778099165209,305.3570104918118
0.004330518732776803,305.30293264677715
0.004665259366388397,305.249240343212
0.0050000000000000044,305.19593358111644
0.005324366598642466,305.1446128932236
0.0056487331972849275,305.0936093598652
0.005973099795927389,305.04292298104104
0.006297466394569851,304.99255375675136
0.006621832993212312,304.94250168699614
0.006946199591854774,304.8927667717753
0.007270566190497242,304.84334901108883
0.0076604853061404965,304.78432024721434
0.008050404421783744,304.72569598801033
0.008440323537426998,304.6674762334768
0.008830242653070253,304.6096609836139
0.0092201617687135,304.5522502384214
0.009610080884356755,304.49524399789937
0.010000000000000002,304.438642262048
