% Model,TIS_model_1207.mph
% Version,COMSOL 5.5.0.292
% Date,"Dec 7 2020, 22:00"
% Dimension,1
% Nodes,29
% Expressions,1
% Description,Line graph
% cln1x,Height
0,307.410035771859
3.795450806741152E-4,307.34063157793673
7.590901613482304E-4,307.27188796878283
0.0011386352420223456,307.20380494439786
0.0015181803226964607,307.13638250478147
0.001897725403370562,307.0696206499337
0.0022772704840446772,307.00351937985477
0.0026568155647187924,306.9380786945443
0.0029915561983303862,306.8808523392337
0.003326296831941994,306.82405487471186
0.0036610374655536015,306.7676863009787
0.003995778099165195,306.71174661803445
0.004330518732776803,306.656235825879
0.004665259366388397,306.6011539245122
0.0050000000000000044,306.5465009139342
0.005324366598642466,306.4939232000852
0.0056487331972849275,306.44169387144655
0.005973099795927396,306.3898129280183
0.006297466394569851,306.3382803698005
0.006621832993212312,306.28709619679324
0.006946199591854781,306.2362604089964
0.007270566190497242,306.18577300641005
0.0076604853061404896,306.12551298222866
0.008050404421783744,306.06568742884997
0.008440323537426998,306.0062963462738
0.008830242653070253,305.9473397345004
0.0092201617687135,305.88881759352955
0.009610080884356755,305.8307299233612
0.010000000000000002,305.7730767239957
